Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,Date,Publication,Headline,URL,BreachMentioned,CompanyMentioned,MatchScore
3129897,mitsubishi,lochlomondmitsubishi.ca,,automotive,501 - 1000,,,linkedin.com/company/mitsubishi,215,336,20160606,BBC,Mitsubishi car alarm system 'hacked',http://www.bbc.com/news/technology-36444586,Yes,Mitsubishi,100.0
6737367,moracle,,,information technology and services,1 - 10,,,linkedin.com/company/moracle,2,8,20160808,USA Today,"Network of 330,000 cash registers is hacked",http://www.usatoday.com/story/tech/news/2016/08/08/oracle-point--sale-system-breached-report/88402014/,Yes,Oracle,92.3076923076923
4187940,n.b.c.,,,,1 - 10,,,linkedin.com/company/n.b.c.,0,1,20110910,Daily Mail,Hackers break into NBC Twitter account and post sick messages about bogus terror attack on Ground Zero,http://www.dailymail.co.uk/news/article-2035859/Hackers-break-NBC-Twitter-account-post-sick-messages-terror-attack-Ground-Zero.html,Yes,NBC,100.0
2930073,n.s.a.,nativehabitat.com,,civil engineering,11 - 50,,,linkedin.com/company/n.s.a.,8,9,20131205,BBC,5: NSA 'tracking' millions of mobiles,http://www.bbc.co.uk/news/technology-25231757,Yes,NSA,100.0
1597388,neiman marcus,neimanmarcus.com,1907.0,retail,5001 - 10000,"dallas, texas, united states",united states,linkedin.com/company/neiman-marcus,4651,15081,20140124,New York Post,Neiman Marcus data breach affects up to 1.1M customer cards,http://nypost.com/2014/01/24/neiman-marcus-data-breach-affects-up-to-1-1m-customer-cards/,Yes,Neiman Marcus,100.0
1597388,neiman marcus,neimanmarcus.com,1907.0,retail,5001 - 10000,"dallas, texas, united states",united states,linkedin.com/company/neiman-marcus,4651,15081,20140111,Washington Post,Neiman Marcus,http://www.washingtonpost.com/business/technology/neiman-marcus-confirms-data-breach-offers-few-details/2014/01/11/56c6dc7e-7ae1-11e3-af7f-13bf0e9965f6_story.html,Yes,Neiman Marcus,100.0
1597388,neiman marcus,neimanmarcus.com,1907.0,retail,5001 - 10000,"dallas, texas, united states",united states,linkedin.com/company/neiman-marcus,4651,15081,20140111,Daily Mail,Now hackers steal credit card details of Neiman Marcus customers,http://www.dailymail.co.uk/news/article-2537599/New-target-Neiman-Marcus-confirm-hackers-gained-access-data-base-customer-credit-cards.html,Yes,Neiman Marcus,100.0
1597388,neiman marcus,neimanmarcus.com,1907.0,retail,5001 - 10000,"dallas, texas, united states",united states,linkedin.com/company/neiman-marcus,4651,15081,20140110,USA Today,Reports: Neiman Marcus hit by hackers,http://www.usatoday.com/story/money/business/2014/01/10/neiman-marcus-attacked-by-credit-card-hackers/4426333/,Yes,Neiman Marcus,100.0
1597388,neiman marcus,neimanmarcus.com,1907.0,retail,5001 - 10000,"dallas, texas, united states",united states,linkedin.com/company/neiman-marcus,4651,15081,20140123,USA Today,Neiman Marcus: About 1.1 million cards hacked,http://www.usatoday.com/story/tech/2014/01/23/neiman-marcus-11-million-cards/4796647/,Yes,Neiman Marcus,100.0
1597388,neiman marcus,neimanmarcus.com,1907.0,retail,5001 - 10000,"dallas, texas, united states",united states,linkedin.com/company/neiman-marcus,4651,15081,20140123,New York Times,Neiman Marcus Breach Affected 1.1 Million Cards,http://www.nytimes.com/2014/01/24/business/neiman-marcus-breach-affected-1-1-million-cards.html?hpw&rref=business,Yes,Neiman Marcus,100.0
1597388,neiman marcus,neimanmarcus.com,1907.0,retail,5001 - 10000,"dallas, texas, united states",united states,linkedin.com/company/neiman-marcus,4651,15081,20140111,CNBC,Neiman Marcus says hackers may have stolen payment card data,http://www.cnbc.com/id/101328048,Yes,Neiman Marcus,100.0
1898436,okta,okta.com.de,2014.0,architecture & planning,1 - 10,"stuttgart, baden-wurttemberg, germany",germany,linkedin.com/company/okta,1,1,20220322,USA Today,Okta denies breach after hackers say they accessed dataTech,http://www.usatoday.com/story/tech/2022/03/22/okta-breach-hack-denial/7131204001/,Yes,Okta,100.0
3320418,opm,opm.gov,1979.0,government administration,5001 - 10000,,,linkedin.com/company/opm,2168,3717,20151212,Washington Post,What you should do if you are affected by the OPM data breach,https://www.washingtonpost.com/business/get-there/what-to-do-if-you-are-affected-by-the-opm-data-breach/2015/12/09/534455e0-9dd0-11e5-a3c5-c77f2cc5a43c_story.html,Yes,OPM,100.0
3605746,panera bread,panerapeople.com,1981.0,restaurants,10001+,"st. louis, missouri, united states",united states,linkedin.com/company/panera-bread,9563,31215,20180403,New York Post,Panera Bread's website hit by data breach,https://nypost.com/2018/04/03/panera-breads-website-hit-by-data-breach/,Yes,Panera Bread,100.0
4317016,paypal,paypal.com,1998.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/paypal,10904,22950,20140210,USA Today,PayPal CEO's card hacked for shopping spree,http://www.usatoday.com/story/tech/2014/02/10/paypal-ceo-credit-card-hacked/5367979/,Yes,PayPal,100.0
4317016,paypal,paypal.com,1998.0,internet,10001+,"san jose, california, united states",united states,linkedin.com/company/paypal,10904,22950,20171204,USA Today,PayPal-acquired company reports as many as 1.6 million breached,https://www.usatoday.com/story/tech/2017/12/04/paypal-acquired-company-reports-many-1-6-million-users-breached/919090001/,Yes,PayPal,100.0
1184268,pf changs,,,consumer goods,51 - 200,"san jose, california, united states",united states,linkedin.com/company/pf-changs,38,71,20140613,CNBC,PF Chang's swipes cards manually after breach,http://www.cnbc.com/id/101758666?trknav=homestack:topnews:11,Yes,PF Chang's,100.0
2372134,purdue university,purdue.edu,1869.0,higher education,10001+,"west lafayette, indiana, united states",united states,linkedin.com/company/purdue-university,11530,36378,20130614,Daily Mail,Purdue University engineering students 'hacked into professors' accounts to change their grades - even boosting an A to an A+',http://www.dailymail.co.uk/news/article-2341689/Purdue-University-engineering-students-hacked-professors-accounts-change-grades--boosting-A-A.html?ico=ushome^headlines,Yes,Purdue University,100.0
6374882,quora,quora.com,2009.0,internet,201 - 500,"mountain view, california, united states",united states,linkedin.com/company/quora,238,493,20181204,USA Today,Quora data breach hits 100 million users,https://www.usatoday.com/story/tech/news/2018/12/04/quora-says-data-breach-may-affect-100-million-its-q-site/2200175002/,Yes,Quora,100.0
530632,robinhood,robinhood.com,2012.0,financial services,201 - 500,"palo alto, california, united states",united states,linkedin.com/company/robinhood,159,248,20211109,BBC,Seven million hit by Robinhood data breach,https://www.bbc.com/news/technology-59209494,Yes,Robinhood,100.0
530632,robinhood,robinhood.com,2012.0,financial services,201 - 500,"palo alto, california, united states",united states,linkedin.com/company/robinhood,159,248,20201016,New York Post,Hackers reportedly accessed 2K Robinhood trading accounts,https://nypost.com/2020/10/16/hackers-broke-into-nearly-2000-robinhood-trading-accounts/,Yes,Robinhood,100.0
4418059,rum hotels,rumhotels.com,1999.0,hospitality,1 - 10,,jordan,linkedin.com/company/rum-hotels,1,3,20150701,USA Today,Trump Hotels investigating 'potential suspicious credit card activity',http://www.usatoday.com/story/tech/2015/07/01/trump-hotel-breach/29576495/,Yes,Trump Hotels,90.9090909090909
4418059,rum hotels,rumhotels.com,1999.0,hospitality,1 - 10,,jordan,linkedin.com/company/rum-hotels,1,3,20160404,CNBC,Some Trump hotels hit by data breach:  Report,http://www.cnbc.com/2016/04/04/some-trump-hotels-hit-by-data-breach-report.html,Yes,Trump Hotels,90.9090909090909
1339975,s.b.a,sba-ny.com,2013.0,import and export,11 - 50,"damascus, damascus governorate, syria",syria,linkedin.com/company/sbacompany,6,6,20200421,Washington Post,Data breach may have exposed personal information of thousands of SBA emergency loan applicants,https://www.washingtonpost.com/business/2020/04/21/sba-data-loan-small-business/,Yes,SBA,100.0
1647865,sainsbury's,sainsburys.co.uk,1869.0,retail,10001+,"london, greater london, united kingdom",united kingdom,linkedin.com/company/sainsburys,12057,42123,20211216,BBC,Sainsbury's payroll hit by Kronos attack,https://www.bbc.com/news/technology-59683889,Yes,Sainsbury's,100.0
2513582,sap,,,,1 - 10,,,linkedin.com/company/sap-agribusiness-advisory-council,0,2,20101124,BBC,SAP to pay $1.3bn for data theft,http://www.bbc.co.uk/news/business-11826167,Yes,SAP,100.0
7042595,scott trade,,,hospitality,1 - 10,"harrisburg, pennsylvania, united states",united states,linkedin.com/company/scott-trade,1,1,20151002,CNBC,Scottrade says breach affects up to 4.6M  customers,http://www.cnbc.com/2015/10/02/scottrade-data-breach-affects-up-to-4m-customers.html,Yes,Scottrade,90.0
7042595,scott trade,,,hospitality,1 - 10,"harrisburg, pennsylvania, united states",united states,linkedin.com/company/scott-trade,1,1,20151002,USA Today,4.6M Scottrade clients' info possibly exposed,http://www.usatoday.com/story/tech/2015/10/02/scottrade-broker-hacker-breach-46-million/73233356/,Yes,Scottrade,90.0
4135265,searis,searis.no,2012.0,civil engineering,1 - 10,"trondheim, sor-trondelag, norway",norway,linkedin.com/company/searis,1,1,20140228,CNBC,Sears investigating possible security breach,http://www.cnbc.com/id/101456850,Yes,Sears,90.9090909090909
4135265,searis,searis.no,2012.0,civil engineering,1 - 10,"trondheim, sor-trondelag, norway",norway,linkedin.com/company/searis,1,1,20180405,New York Post,Sears and Delta say customers exposed in data breach,https://nypost.com/2018/04/05/sears-and-delta-say-customers-exposed-in-data-breach/,Yes,Sears,90.9090909090909
2557628,sega,sega.co.jp,1940.0,computer games,501 - 1000,"san francisco, california, united states",united states,linkedin.com/company/sega,334,1517,20110619,BBC,Sega hack hits 1.29 million users,http://www.bbc.co.uk/news/technology-13829690,Yes,Sega,100.0
2557628,sega,sega.co.jp,1940.0,computer games,501 - 1000,"san francisco, california, united states",united states,linkedin.com/company/sega,334,1517,20110620,Washington Post,Sega cyber attack breaches 1.3 million accounts,http://www.washingtonpost.com/blogs/faster-forward/post/sega-cyber-attack-breaches-13-million-accounts/2011/06/20/AG3OBlcH_blog.html,Yes,Sega,100.0
3254061,shein,shein.com,2008.0,apparel & fashion,1 - 10,,united states,linkedin.com/company/shein,4,8,20221014,BBC,Shein owner fined $1.9m over data breach response,https://www.bbc.com/news/technology-63255661,Yes,Shein,100.0
6784904,sky,sfdigifilm.com,,motion pictures and film,51 - 200,,,linkedin.com/company/sky.,47,62,20130527,BBC,Sky apps targeted by Syrian hackers,http://www.bbc.com/news/technology-22679099,Yes,Sky,100.0
1091537,skype,skypeworklife.com,2003.0,computer software,1001 - 5000,"redmond, washington, united states",united states,linkedin.com/company/skype,734,2669,20121009,BBC,Skype targeted by 'worm' malware,http://www.bbc.com/news/technology-19886241,Yes,Skype,100.0
1091537,skype,skypeworklife.com,2003.0,computer software,1001 - 5000,"redmond, washington, united states",united states,linkedin.com/company/skype,734,2669,20140101,USA Today,"Skype blog, social accounts breached",http://www.usatoday.com/story/tech/2014/01/01/skype-breach/4279497/,Yes,Skype,100.0
2892889,snapchat,,,computer software,11 - 50,,,linkedin.com/company/zsrgzdyddutdsutsutss,7,11,20140101,Washington Post,Snapchat security breach affects 4.6M accounts,http://www.washingtonpost.com/blogs/the-switch/wp/2014/01/01/a-snapchat-security-breach-affects-4-6-million-users-did-snapchat-drag-its-feet-on-a-fix/?tid=hpModule_88854bf0-8691-11e2-9d71-f0feafdd1394,Yes,Snapchat,100.0
2892889,snapchat,,,computer software,11 - 50,,,linkedin.com/company/zsrgzdyddutdsutsutss,7,11,20140103,BBC,Snapchat to update app after hack,http://www.bbc.com/news/technology-25584636,Yes,Snapchat,100.0
4291194,southwest airlines,southwest.com,1971.0,airlines/aviation,10001+,"dallas, texas, united states",united states,linkedin.com/company/southwest-airlines,15614,22769,20110309,CNBC,'Widespread Cracking' Found in Southwest Plane,http://www.cnbc.com/id/42402642,Yes,Southwest Airlines,100.0
7042690,sportify,sportify.cz,2014.0,sports,11 - 50,"prague, hlavni mesto praha, czechia",czechia,linkedin.com/company/sportify,4,7,20140527,BBC,Spotify latest to be hit by hack,http://www.bbc.com/news/technology-27597358,Yes,Spotify,93.33333333333331
3620458,stairbucks,stairbucks.com,,internet,1 - 10,,,linkedin.com/company/stairvideo,1,2,20150515,USA Today,Starbucks customers' mobile accounts breached by thieves,http://www.usatoday.com/story/tech/2015/05/15/starbucks-gift-card-hack/27370491/,Yes,Starbucks,94.73684210526316
1419096,stamford hospital,stamfordhealth.org,1896.0,hospital & health care,1001 - 5000,"stamford, connecticut, united states",united states,linkedin.com/company/stamford-health,988,2038,20111006,New York Times,Patient Data Landed Online After a Series of Missteps,http://www.nytimes.com/2011/10/06/us/stanford-hospital-patient-data-breach-is-detailed.html?hpw,Yes,Stanford Hospital,94.11764705882352
5009621,staples,,,,1 - 10,,,linkedin.com/company/staples_2,0,3,20141219,CNBC,Staples confirms hack; up to 1.2M cards affected,http://www.cnbc.com/id/102276876,Yes,Staples,100.0
5009621,staples,,,,1 - 10,,,linkedin.com/company/staples_2,0,3,20141021,Daily Mail,Is Staples the latest retailer to be hacked? Office supply store looks into 'potential' credit card breach,http://www.dailymail.co.uk/news/article-2801495/Staples-investigating-possible-data-breach.html,Yes,Staples,100.0
29823,staples,,,international trade and development,1 - 10,,,linkedin.com/company/staples-s.a,2,6,20141219,USA Today,Personal Finance                                             Staples says breach affects 1.2M cards,http://www.usatoday.com/story/money/personalfinance/2014/12/19/staples-breach/20654343/,Yes,Staples,100.0
1668358,starwood,starwood.co.nz,,accounting,1 - 10,"poynton, cheshire east, united kingdom",united kingdom,linkedin.com/company/starwood-limited,0,1,20181201,USA Today,Business              I stayed at a Starwood hotel. What should I do?,https://www.usatoday.com/story/money/business/2018/11/30/marriotts-starwood-customers-protect-identity-after-breach/2160236002/,Yes,Starwood,100.0
5030236,t-mobile,,,civil engineering,1 - 10,"fairfield, new jersey, united states",united states,linkedin.com/company/t-mobile-amirit-technologies,0,1,20210820,New York Post,T-Mobile data breach affects additional 5.3M customers,https://nypost.com/2021/08/20/t-mobile-data-breach-has-affected-over-53-million-customers/,Yes,T-Mobile,100.0
5030236,t-mobile,,,civil engineering,1 - 10,"fairfield, new jersey, united states",united states,linkedin.com/company/t-mobile-amirit-technologies,0,1,20120223,CNN,"700,000 customers flee T-Mobile",http://money.cnn.com/2012/02/23/technology/t-mobile_iphone/index.htm?source=cnn_bin,Yes,T-Mobile,100.0
5030236,t-mobile,,,civil engineering,1 - 10,"fairfield, new jersey, united states",united states,linkedin.com/company/t-mobile-amirit-technologies,0,1,20210816,USA Today,"T-Mobile confirms data breach, won't say whether customers affected",https://www.usatoday.com/story/tech/2021/08/16/t-mobile-investigating-alleged-data-breach-100-million-users/8150677002/,Yes,T-Mobile,100.0
5030236,t-mobile,,,civil engineering,1 - 10,"fairfield, new jersey, united states",united states,linkedin.com/company/t-mobile-amirit-technologies,0,1,20151001,USA Today,15M T-Mobile records at risk in Experian breach,http://www.usatoday.com/story/tech/2015/10/01/t-mobile-breach-may-have-exposed-15-million-records/73171066/,Yes,T-Mobile,100.0
5144247,t-mobile,tmobile.com,2002.0,telecommunications,10001+,"bellevue, washington, united states",united states,linkedin.com/company/t-mobile,30100,71654,20210818,USA Today,T-Mobile says about 7.8 million accounts…,https://www.usatoday.com/story/tech/2021/08/18/tmobile-breach-2021-data-compromised/8176700002/,Yes,T-Mobile,100.0
5621246,t.n.t,tnttransportation.com,,transportation/trucking/railroad,11 - 50,"trier, rheinland-pfalz, germany",germany,linkedin.com/company/t-n-t,10,17,20170809,BBC,Customer fury hits TNT after cyber-attack,http://www.bbc.com/news/technology-40861982,Yes,TNT,100.0
6335726,t.s.a.,,,transportation/trucking/railroad,1 - 10,"antwerp, antwerpen, belgium",belgium,linkedin.com/company/t.s.a.,0,1,20100513,FOX,Dozens of TSA Officials Had Identities Stolen in Boston,http://www.foxnews.com/us/2010/05/13/dozens-tsa-officials-identities-stolen-boston-security-breach/,Yes,TSA,100.0
2853669,ticketmaster,ticketmaster.com,1976.0,entertainment,1001 - 5000,"los angeles, california, united states",united states,linkedin.com/company/ticketmaster,2113,6799,20201113,BBC,Ticketmaster fined £1.25m over payment data breach,https://www.bbc.com/news/technology-54931873,Yes,Ticketmaster,100.0
5228327,timehop,timehop.com,2010.0,internet,11 - 50,"new york, new york, united states",united states,linkedin.com/company/timehop,14,39,20180709,New York Post,Timehop data breach affects some 21 million users,https://nypost.com/2018/07/09/timehop-data-breach-affects-some-21-million-users/,Yes,Timehop,100.0
4435830,titter,,,apparel & fashion,1 - 10,,,linkedin.com/company/titter,1,1,20220527,BBC,Twitter fined $150m in US for selling users' data,https://www.bbc.com/news/technology-61606476,Yes,Twitter,92.3076923076923
4435830,titter,,,apparel & fashion,1 - 10,,,linkedin.com/company/titter,1,1,20221229,BBC,2 Twitter probe after '400 million hacked' claim,https://www.bbc.com/news/technology-64109777,Yes,Twitter,92.3076923076923
4435830,titter,,,apparel & fashion,1 - 10,,,linkedin.com/company/titter,1,1,20130202,CNBC,"Twitter Hacked! 250,000 User Accounts Breached",http://www.cnbc.com/id/100343530,Yes,Twitter,92.3076923076923
4435830,titter,,,apparel & fashion,1 - 10,,,linkedin.com/company/titter,1,1,20200716,BBC,Twitter hack: What went wrong and why it matters,https://www.bbc.com/news/technology-53428304,Yes,Twitter,92.3076923076923
4435830,titter,,,apparel & fashion,1 - 10,,,linkedin.com/company/titter,1,1,20130202,BBC,"Twitter account hack affects 250,000",http://www.bbc.com/news/technology-21304049,Yes,Twitter,92.3076923076923
4435830,titter,,,apparel & fashion,1 - 10,,,linkedin.com/company/titter,1,1,20200716,BBC,Twitter hack: FBI investigates major attack,https://www.bbc.com/news/technology-53439585,Yes,Twitter,92.3076923076923
4435830,titter,,,apparel & fashion,1 - 10,,,linkedin.com/company/titter,1,1,20200717,BBC,Twitter says 130 accounts targeted in major hack,https://www.bbc.com/news/technology-53445090,Yes,Twitter,92.3076923076923
4435830,titter,,,apparel & fashion,1 - 10,,,linkedin.com/company/titter,1,1,20220805,Daily Mail,11 comments,https://www.dailymail.co.uk/sciencetech/article-11085381/Twitter-patches-software-flaw-let-hacker-steal-information-5-4-million-accounts.html#comments,Yes,Twitter,92.3076923076923
4435830,titter,,,apparel & fashion,1 - 10,,,linkedin.com/company/titter,1,1,20180131,Daily Mail,Twitter tells 1.4million users that they interacted with Russian-backed trolls who 'tried to stay public opinion during the 2016 elections',http://www.dailymail.co.uk/news/article-5337451/Twitter-users-interacted-Russian-backed-trolls.html,Yes,Twitter,92.3076923076923
200728,triumph hotel,triumph-hotel.com,2013.0,hospitality,1 - 10,"obninsk, kaluga, russia",russia,linkedin.com/company/triumph-hotel,3,6,20151005,Daily Mail,Trump hotel payment systems were infiltrated in hack that left customer credit card numbers vulnerable for a YEAR,http://www.dailymail.co.uk/news/article-3260968/Data-hack-7-Trump-hotels-confirmed.html,Yes,Trump hotel,91.66666666666666
5721513,true,true212.com,2012.0,marketing and advertising,201 - 500,"london, london, united kingdom",united kingdom,linkedin.com/company/true,213,256,20120402,CNN,1.5 million card numbers hacked,http://money.cnn.com/2012/04/02/technology/global-payments-breach/index.htm?source=cnn_bin,Yes,True,100.0
23109,true,trueagency.com,2011.0,marketing and advertising,11 - 50,"london, london, united kingdom",united kingdom,linkedin.com/company/true-agency,11,32,20111225,BBC,Hackers hit US security company,http://www.bbc.co.uk/news/world-us-canada-16330396,Yes,True,100.0
5721513,true,true212.com,2012.0,marketing and advertising,201 - 500,"london, london, united kingdom",united kingdom,linkedin.com/company/true,213,256,20090120,New York Times,Credit Card Processor Says Some Data Was Stolen,http://www.nytimes.com/2009/01/21/technology/21breach.html,Yes,True,100.0
5721513,true,true212.com,2012.0,marketing and advertising,201 - 500,"london, london, united kingdom",united kingdom,linkedin.com/company/true,213,256,20120330,CNN,'Massive' credit card data breach,http://money.cnn.com/2012/03/30/technology/credit-card-data-breach/index.htm?source=cnn_bin,Yes,True,100.0
3030638,true,truetrue.co.nz,2003.0,apparel & fashion,11 - 50,"christchurch, canterbury, new zealand",new zealand,linkedin.com/company/true_2,5,5,20130725,CNBC,Six charged in biggest credit card hack on record,http://www.cnbc.com/id/100913932,Yes,True,100.0
5721513,true,true212.com,2012.0,marketing and advertising,201 - 500,"london, london, united kingdom",united kingdom,linkedin.com/company/true,213,256,20080322,New York Times,Credit Card Breach Raises Broad Concerns,http://www.nytimes.com/2008/03/23/us/23credit.html,Yes,True,100.0
598444,uber,uber-inc.com,1990.0,design,51 - 200,"new york, new york, united states",united states,linkedin.com/company/uber_3,72,87,20171121,BBC,Uber concealed huge data breach,http://www.bbc.com/news/technology-42075306,Yes,Uber,100.0
25915,uber,uber.com,2009.0,internet,10001+,"san francisco, california, united states",united states,linkedin.com/company/uber-com,22415,36867,20171121,USA Today,Uber kept mum for a year about hack of info for 57 million users,https://www.usatoday.com/story/tech/2017/11/21/uber-kept-mum-year-hack-info-57-million-riders-and-drivers/887002001/,Yes,Uber,100.0
598444,uber,uber-inc.com,1990.0,design,51 - 200,"new york, new york, united states",united states,linkedin.com/company/uber_3,72,87,20150228,New York Post,Uber says it got hacked — over nine months ago,http://nypost.com/2015/02/27/uber-got-hacked-almost-nine-months-ago/,Yes,Uber,100.0
5855560,uber,uberdigital.com,2007.0,design,11 - 50,"london, london, united kingdom",united kingdom,linkedin.com/company/uber_2,25,108,20171121,New York Post,"Uber paid $100,000 ransom after 57 million accounts were hacked",https://nypost.com/2017/11/21/uber-paid-100k-ransom-after-57m-accounts-were-hacked/,Yes,Uber,100.0
2169635,uber,uber.no,2002.0,program development,1 - 10,,,linkedin.com/company/uber.no,1,1,20171121,New York Times,"Uber Data Breach, Kept Secret, Affected 57 Million Accounts",https://www.nytimes.com/2017/11/21/technology/uber-hack.html,Yes,Uber,100.0
