Date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
20190223,New York Post,Equifax expects fines from US regulators over data breach,https://nypost.com/2019/02/22/equifax-expects-fines-from-us-regulators-over-data-breach/,Yes,Equifax
20150515,USA Today,Starbucks customers' mobile accounts breached by thieves,http://www.usatoday.com/story/tech/2015/05/15/starbucks-gift-card-hack/27370491/,Yes,Starbucks
20150521,USA Today,Data breach hits large online dating site,http://www.usatoday.com/story/tech/2015/05/21/adultfriendfinder-data-breach/27723329/,Yes,AdultFriendFinder
20150522,USA Today,Target breach settlement with MasterCard falls through,http://www.usatoday.com/story/tech/2015/05/22/target-breach-mastercard-visa/27782665/,Yes,"Target, MasterCard, Visa"
20170405,FOX,"ISIS KILL LIST: Pro-Islamic State hackers target 8,786 people in US, UK",http://www.foxnews.com/world/2017/04/05/pro-isis-hackers-release-kill-list-with-8786-targets-in-us-uk.html,Yes,ISIS
20150524,Daily Mail,Hacked data from AdultFriendFinder reveals less than 6% of the casual dating website users are female,http://www.dailymail.co.uk/news/article-3095198/Hack-shows-UK-AdultFriendFinder-users-men.html,Yes,AdultFriendFinder
20150526,USA Today,"IRS says thieves stole tax info from 100,000",http://www.usatoday.com/story/money/personalfinance/2015/05/26/irs-breach/27975205/,Yes,IRS
20150526,USA Today,"IRS hacked, 100,000 tax accounts breached",http://www.usatoday.com/story/tech/2015/05/26/irs-breach-100000-accounts-get-transcript/27980049/,Yes,IRS
20170409,BBC,"3 Wonga data breach 'affects 245,000 in UK'",http://www.bbc.com/news/business-39544762,Yes,Wonga
20210305,CNBC,"At least 30,000 organizations newly hacked via Microsoft email flaw",https://www.cnbc.com/video/2021/03/05/at-least-30000-organizations-newly-hacked-via-microsoft-email-flaw.html,Yes,Microsoft
20150602,The Guardian,Data breach would have been 'much more difficult' with security upgrades,http://www.theguardian.com/world/2015/jun/02/irs-data-breach-senate-hearing-security-upgrades,Yes,IRS
20100108,New York Times,Man Is Charged in Breach of Newark Airport Security,http://www.nytimes.com/2010/01/09/nyregion/09newark.html?hp,Yes,Newark Airport
20111220,BBC,Lady Gaga fans hit by hack attack,http://www.bbc.co.uk/news/technology-16265936,Yes,Lady Gaga
20210312,BBC,"Microsoft hack: 3,000 UK email servers unsecured",https://www.bbc.com/news/technology-56372188,Yes,Microsoft
20111221,Daily Mail,Chinese hackers 'hit U.S. Chamber of Commerce',http://www.dailymail.co.uk/news/article-2077051/Chinese-hackers-hit-U-S-Chamber-Commerce-infiltrating-300-internet-addresses.html,Yes,Chinese hackers
20170419,USA Today,Holiday Inn chain reveals malware attack,https://www.usatoday.com/story/tech/news/2017/04/19/intercontinental-hotels-group-breach-holiday-inn-crowne-plaza-front-desk-malware/100652570/,Yes,Holiday Inn
20070306,CNBC,Intel May Have Lost Emails for AMD Lawsuit,http://www.cnbc.com/id/17472365,Yes,"Intel, AMD"
20111225,BBC,Hackers hit US security company,http://www.bbc.co.uk/news/world-us-canada-16330396,Yes,True
20111230,Washington Post,"Anonymous exposes 75,000 credit card numbers",http://www.washingtonpost.com/business/technology/anonymous-exposes-860k-stratfor-users-and-75k-credit-card-numbers/2011/12/30/gIQA5oXqQP_story.html?tid=pm_pop,Yes,Anonymous
20130912,CNBC,Hackers steal 2 million Vodafone clients’ data,http://www.cnbc.com/id/101028261,Yes,Vodafone
